transaction_id,date,fund_id,transaction_amount,fee_amount,status
TX00109,2023-08-31,FND002,33537.091038985534,173.5672704189595,Completed
TX00110,2024-11-30,FND010,249408.44150911082,486.16272164655607,Pending
TX00111,2023-11-30,FND002,47610.5780156725,236.60788162413238,Completed
TX00112,2025-12-31,FND010,47924.01611269891,201.76196571801646,Completed
TX00113,2024-06-30,FND008,399159.16564833117,1821.6563570522187,Completed
TX00114,2024-04-30,FND004,279352.2757726715,696.7908455551764,Pending
TX00115,2025-09-30,FND003,448695.98414134484,1130.5738241161987,Completed
TX00116,2023-04-30,FND007,92928.19477977503,840.619843904309,Completed
TX00117,2023-11-30,FND006,428580.09410147194,882.3589377436365,Completed
TX00118,2024-09-30,FND001,209462.72865827475,2064.672623193626,Completed
TX00119,2025-07-31,FND002,83811.49275259672,749.0526300637687,Completed
TX00120,2025-01-31,FND005,280318.0861355529,1610.8749604539348,Pending
TX00121,2025-04-30,FND010,40623.88573687173,308.0699543014579,Pending
TX00122,2023-11-30,FND004,459185.7918117648,916.8728048131344,Pending
TX00123,2023-03-31,FND009,179541.33439739546,978.1253946934868,Pending
TX00124,2025-02-28,FND010,122925.63045244661,247.8781663458368,Completed
TX00125,2024-06-30,FND005,210639.24519601476,1926.9781301338596,Completed
TX00126,2024-05-31,FND009,218317.2217446815,1352.5292390131026,Pending
TX00127,2025-10-31,FND003,16526.684358761486,126.48950098422284,Completed
TX00128,2023-06-30,FND008,2904.7499280492248,20.725464347684348,Pending
TX00129,2023-03-31,FND001,418683.52149622707,1471.0381871502864,Completed
TX00130,2024-09-30,FND009,108549.4045268746,460.6185843500668,Completed
TX00131,2025-12-31,FND005,204744.8650369661,1603.8153794572343,Pending
TX00132,2024-03-31,FND007,403890.6191396357,618.6978297993134,Completed
TX00133,2025-03-31,FND001,437239.13534503744,437.9805162780108,Completed
TX00134,2025-11-30,FND006,114138.46107883182,506.1478569905812,Completed
TX00135,2024-02-29,FND004,9982.044383662278,47.84390253812881,Pending
TX00136,2023-03-31,FND007,64599.525752011614,476.04649810274685,Completed
TX00137,2024-02-29,FND009,419890.9938408827,4130.126855424847,Completed
TX00138,2024-02-29,FND007,266805.2674940159,1791.8113365570173,Completed
TX00139,2025-06-30,FND005,270808.5398458103,506.0897701115562,Completed
TX00140,2023-11-30,FND001,234915.2147667884,871.8613556656605,Completed
TX00141,2023-04-30,FND009,150659.63664198536,1158.382592123269,Completed
TX00142,2024-10-31,FND008,438753.6196502636,1743.4629886074904,Pending
TX00143,2025-06-30,FND007,266126.9437634615,2273.620854919571,Completed
TX00144,2024-08-31,FND002,287101.32347197377,1989.4472696355456,Completed
TX00145,2023-09-30,FND001,369045.3087973206,2113.580725357236,Completed
TX00146,2023-08-31,FND001,33278.759864050655,319.55664105735866,Completed
TX00147,2024-03-31,FND008,159156.34730776853,781.6746984726112,Completed
TX00148,2024-09-30,FND010,83247.51299803426,211.0521920942397,Completed
TX00149,2023-07-31,FND004,394612.3296887744,2666.1784948927634,Completed
TX00150,2024-10-31,FND004,192871.15249476145,1039.383338523288,Completed
TX00151,2023-01-31,FND008,300724.88220762956,2313.279617880183,Completed
TX00152,2024-05-31,FND006,36395.17585075294,119.72281272796343,Completed
TX00153,2023-01-31,FND006,23778.724005689484,53.745073334484225,Completed
TX00154,2024-08-31,FND001,311637.3281691428,1629.1445491719649,Completed
TX00155,2023-08-31,FND006,427213.86282760167,617.5255406371723,Completed
TX00156,2023-09-30,FND001,170091.46402003703,1398.7082231912577,Pending
TX00157,2024-01-31,FND001,308916.1915427828,625.4148982200471,Completed
TX00158,2023-01-31,FND003,225847.91247258385,2115.029621160005,Completed
TX00159,2023-12-31,FND003,206099.51655750733,1889.623216200132,Completed
TX00160,2023-05-31,FND001,412071.40172642603,3954.0495150370175,Completed
TX00161,2024-08-31,FND007,359068.4902410656,3039.9772543384825,Completed
TX00162,2025-12-31,FND002,332980.75888704957,2731.50573385255,Completed
TX00163,2025-09-30,FND003,298564.4379113238,1775.3396579017947,Completed
TX00164,2025-05-31,FND003,178030.87462615612,1686.937143503265,Completed
TX00165,2024-02-29,FND002,444131.4931156988,2837.2148481467475,Completed
TX00166,2023-03-31,FND006,58753.065732673975,140.3548513540871,Completed
TX00167,2024-04-30,FND005,451324.20033563505,721.2136346254946,Failed
TX00168,2025-11-30,FND002,6841.598754721129,32.8281003715713,Completed
TX00169,2024-09-30,FND007,289022.74348054087,402.7970235647724,Pending
TX00170,2025-04-30,FND009,364857.57028717455,2506.7994845020103,Completed
TX00171,2023-09-30,FND002,202545.03422089174,344.02918207944015,Completed
TX00172,2025-08-31,FND010,295552.4859336267,897.4486624616699,Pending
TX00173,2025-08-31,FND009,216061.62503613482,836.1155714652399,Completed
TX00174,2024-12-31,FND009,14682.734676356169,66.61216124487979,Completed
TX00175,2023-01-31,FND008,83648.5451671044,569.7858331917612,Completed
TX00176,2024-06-30,FND004,170544.64474840782,964.4563041876196,Completed
TX00177,2023-08-31,FND001,51528.697392964306,444.3966471195156,Completed
TX00178,2025-07-31,FND004,290530.53787372966,1753.9898021580314,Completed
TX00179,2023-03-31,FND002,243309.2601300395,303.60871057066976,Failed
TX00180,2025-03-31,FND004,50551.79917409278,145.57789018709354,Completed
TX00181,2025-06-30,FND002,157289.92427401684,365.4720503269561,Completed
TX00182,2025-11-30,FND010,58953.34114006228,566.1448205705683,Pending
TX00183,2025-05-31,FND004,497434.12855660147,2939.0547734366382,Completed
TX00184,2024-10-31,FND004,16437.884720939644,160.0504132640692,Completed
TX00185,2024-10-31,FND005,239461.345563099,1386.557286918341,Completed
TX00186,2025-08-31,FND007,220780.2338058996,821.523083117981,Completed
TX00187,2024-09-30,FND010,29766.143517313416,121.5063446841853,Failed
TX00188,2024-12-31,FND007,272869.0011150482,678.6739003333281,Failed
TX00189,2024-05-31,FND002,244960.01806443324,1130.7376984601397,Completed
TX00190,2024-07-31,FND002,312079.5731215606,1911.2989675271879,Completed
TX00191,2025-12-31,FND005,74844.08953555155,649.1242882013916,Pending
TX00192,2023-12-31,FND005,299961.1719351223,1254.181653642344,Completed
TX00193,2024-05-31,FND006,395464.3873431676,839.7240678508442,Completed
TX00194,2024-05-31,FND009,438668.1999280763,4165.759413520552,Pending
TX00195,2025-08-31,FND010,490512.70170317986,2624.570088686536,Completed
TX00196,2025-09-30,FND007,188289.6240518813,672.5803281234658,Completed
TX00197,2024-05-31,FND007,193883.7129046909,1086.0355772615833,Pending
TX00198,2023-04-30,FND002,222284.46235457016,1426.8557156318461,Pending
TX00199,2024-05-31,FND003,101036.78324867299,200.39412225368872,Completed
TX00200,2023-03-31,FND001,446652.01239251206,697.7233013048799,Completed
TX00201,2025-05-31,FND007,10538.931120452251,55.76771533100352,Completed
TX00202,2024-09-30,FND003,346573.6833370169,765.8987850567688,Completed
TX00203,2025-06-30,FND002,167370.25375739613,1271.5889267336506,Failed
TX00204,2023-07-31,FND003,498912.6069853071,3537.984715070432,Completed
TX00205,2023-01-31,FND003,369196.8897622035,3140.8692071835694,Completed
TX00206,2023-09-30,FND008,468608.4232009386,3935.0641268929007,Completed
TX00207,2024-11-30,FND004,350317.1021132801,679.4880717513413,Completed
TX00208,2025-11-30,FND004,204146.1380736882,325.4270308783758,Completed
TX00209,2024-04-30,FND002,4038.2853716796963,7.706949713100876,Completed
TX00210,2024-04-30,FND001,250811.5097671385,2044.2742989918015,Completed
TX00211,2025-07-31,FND002,37378.015848583855,172.9054513375073,Completed
TX00212,2025-03-31,FND007,201251.70608563637,731.0741562896752,Completed
TX00213,2025-06-30,FND007,238742.056185552,724.4057054509149,Failed
TX00214,2025-01-31,FND005,108099.40855614262,512.9417309143454,Completed
TX00215,2023-10-31,FND001,360175.9352239884,3170.4130898895296,Completed
TX00216,2024-02-29,FND008,277774.0166695127,1870.4795438632589,Completed
TX00217,2025-06-30,FND004,152293.83567106197,549.7397904663086,Completed
TX00218,2025-07-31,FND007,360606.9174962735,1663.483561049855,Completed
TX00219,2023-12-31,FND002,412065.2669604814,3088.6327255843207,Completed
TX00220,2025-02-28,FND009,1067.2118092381747,5.97655929019561,Completed
TX00221,2023-08-31,FND006,353781.26724040235,553.3869912622476,Completed
TX00222,2025-04-30,FND005,470283.8043623501,820.3814816896951,Completed
TX00223,2025-10-31,FND001,65835.03234331495,400.59690349247103,Completed
TX00224,2024-07-31,FND004,453692.7109587505,4304.116669132252,Pending
TX00225,2024-11-30,FND008,482075.12982856395,869.4734619805307,Completed
TX00226,2023-10-31,FND001,465155.3117537739,3999.5162270414517,Completed
TX00227,2025-09-30,FND005,356809.979266525,2496.7666696877163,Completed
TX00228,2023-09-30,FND001,338378.00747579115,3213.1836717066512,Completed
TX00229,2024-05-31,FND003,317535.53011589096,3173.82993475671,Completed
TX00230,2024-06-30,FND007,250700.17170939042,1227.0675900435556,Completed
TX00231,2024-01-31,FND003,185536.81473760115,272.96086786755905,Completed
TX00232,2023-09-30,FND004,425323.6525588278,1236.8184235455305,Pending
TX00233,2024-11-30,FND006,440198.2122228211,1294.916163717732,Completed
TX00234,2025-12-31,FND002,197972.44256856924,1856.4401904621145,Completed
TX00235,2023-01-31,FND006,322771.4694071346,1470.6043223285915,Pending
TX00236,2023-10-31,FND003,333766.4636149099,2806.9041552835297,Completed
TX00237,2024-12-31,FND005,344334.1774741709,1093.9496653030321,Pending
TX00238,2025-01-31,FND001,63059.831101254604,297.8179660510174,Completed
TX00239,2024-12-31,FND006,265937.9015276348,1690.3505203410266,Completed
TX00240,2023-01-31,FND009,481786.1212029066,2732.3490624073484,Completed
TX00241,2025-03-31,FND001,261126.72777941535,2554.8963912428135,Completed
TX00242,2025-10-31,FND010,385308.9476667909,3184.3472040161655,Completed
TX00243,2025-09-30,FND007,9758.629319947826,35.51923940055528,Completed
TX00244,2024-04-30,FND007,174699.70099097575,759.1843939915643,Completed
TX00245,2023-09-30,FND005,323582.9120773273,3160.6769876141693,Completed
TX00246,2023-08-31,FND008,391816.00823601434,3143.6907271785003,Completed
TX00247,2025-05-31,FND004,449828.1510605047,3324.778325654999,Completed
TX00248,2023-09-30,FND007,336149.49849146884,2097.532142012348,Completed
TX00249,2024-03-31,FND008,495672.6228805461,2924.637496981569,Completed
TX00250,2023-07-31,FND006,183474.69338242427,555.6405247575744,Completed
TX00251,2024-07-31,FND010,423750.02507775725,1625.6421166981609,Completed
TX00252,2025-07-31,FND005,264105.325276713,2418.6207568869995,Completed
TX00253,2024-12-31,FND001,173250.91203861104,1603.8482439847928,Completed
TX00254,2025-02-28,FND009,445180.4275606113,3280.753667313451,Completed
TX00255,2025-09-30,FND005,249158.91063831723,765.4805278376299,Failed
TX00256,2024-09-30,FND002,121704.7537623317,670.0372630016799,Failed
TX00257,2024-06-30,FND006,138077.2037088981,1140.8890499464596,Completed
TX00258,2025-09-30,FND003,83709.1401302578,419.37230737204465,Completed
TX00259,2023-06-30,FND002,427038.67593062884,1357.0410159553874,Completed
TX00260,2025-02-28,FND004,475763.4753705543,4735.451637336852,Completed
TX00261,2024-06-30,FND005,219060.9469471448,1389.2951321213338,Failed
TX00262,2025-10-31,FND004,414866.42185229773,3148.4641981753207,Completed
TX00263,2023-08-31,FND005,476495.5012029159,4623.661770334415,Completed
TX00264,2025-06-30,FND008,386771.43180703564,1465.863507847252,Completed
TX00265,2024-10-31,FND007,390893.0714665887,3768.7994819295964,Pending
TX00266,2025-04-30,FND009,417868.50759022083,3367.9314668989796,Pending
TX00267,2023-02-28,FND010,402571.8078728577,569.4420926009913,Completed
TX00268,2023-03-31,FND006,214922.30847223036,271.3454049342966,Pending
TX00269,2025-03-31,FND010,450790.16522432555,1074.8024116819963,Failed
TX00270,2023-03-31,FND001,23410.738198812312,183.75255357636402,Completed
TX00271,2025-03-31,FND005,17276.356222441686,26.24842333996178,Completed
TX00272,2024-08-31,FND001,393986.9938435308,1284.0085178222655,Completed
TX00273,2025-02-28,FND002,328658.9057802302,1039.7420987412618,Pending
TX00274,2023-05-31,FND004,14732.073385067231,126.08217336130859,Completed
TX00275,2025-05-31,FND001,74940.78618674279,533.2748383197727,Completed
TX00276,2025-02-28,FND008,290464.32850005786,1641.2063740163667,Pending
TX00277,2023-05-31,FND007,447153.05696409213,4256.051365213106,Completed
TX00278,2025-05-31,FND004,411757.25452372077,3705.8098621192953,Completed
TX00279,2025-03-31,FND003,297307.43792399816,385.0983455243319,Completed
TX00280,2024-12-31,FND003,253953.29854295548,1189.6972134540904,Pending
TX00281,2023-04-30,FND004,347115.41067942383,2756.1329268577365,Completed
TX00282,2024-11-30,FND009,232183.53298312562,327.06058168698047,Pending
TX00283,2023-06-30,FND005,383007.82850741455,383.0479343289066,Completed
TX00284,2024-09-30,FND010,101079.56528541847,286.2780904204907,Completed
TX00285,2023-04-30,FND003,441484.45595603756,647.7055945452706,Failed
TX00286,2023-05-31,FND006,366130.6435455422,2477.137540384461,Completed
TX00287,2025-01-31,FND010,152162.5219145742,597.6420735499287,Completed
TX00288,2025-12-31,FND003,91625.36991054473,397.5138336975554,Failed
TX00289,2023-08-31,FND008,381478.959353301,2243.950424275776,Completed
TX00290,2025-10-31,FND007,272703.9825928287,2013.615516337557,Completed
TX00291,2024-10-31,FND009,135154.52448396882,899.5758681200253,Completed
TX00292,2024-09-30,FND004,474655.1048083856,3175.1747048860666,Completed
TX00293,2025-12-31,FND001,257413.37763917708,1436.3705085095173,Failed
TX00294,2023-06-30,FND008,80353.47686639038,210.66767511321152,Pending
TX00295,2024-05-31,FND007,63437.50331373172,549.0036662303604,Completed
TX00296,2023-06-30,FND009,98425.06087528952,404.33778492773934,Completed
TX00297,2023-12-31,FND005,428412.0746502155,3131.9187904250043,Completed
TX00298,2025-02-28,FND007,275105.5759685719,1047.562468412582,Completed
TX00299,2025-11-30,FND004,192793.1642235433,236.50722617668404,Completed
TX00300,2023-04-30,FND010,308340.0459226839,2648.4876934869962,Completed
TX00301,2024-07-31,FND003,353390.39829871594,2052.708756767238,Completed
TX00302,2024-01-31,FND005,359508.5197139525,3150.6479091676433,Failed
TX00303,2023-10-31,FND003,476281.09122723556,1448.1547768321216,Pending
TX00304,2024-10-31,FND004,312889.56385651766,1204.2953441978323,Completed
TX00305,2023-03-31,FND005,36374.8963697514,138.79818185591535,Pending
TX00306,2024-04-30,FND007,453137.443180149,502.7156382814448,Completed
TX00307,2023-11-30,FND001,274880.4738736006,986.4620616233498,Completed
TX00308,2025-04-30,FND001,467562.22148754395,2279.301252659593,Completed
TX00309,2024-07-31,FND006,124318.64577603457,522.4730816525922,Completed
TX00310,2025-09-30,FND002,103495.30283053665,458.7915076681301,Completed
TX00311,2024-11-30,FND006,367009.88649955986,750.7989543996729,Completed
TX00312,2024-12-31,FND006,300950.2451165398,2983.3968345347084,Completed
TX00313,2025-05-31,FND010,457450.8263632953,504.71736196923376,Failed
TX00314,2023-05-31,FND002,485367.5961594623,980.3122436935663,Completed
TX00315,2023-12-31,FND004,211941.58981007218,872.9275373816763,Completed
TX00316,2024-04-30,FND003,103461.1364146931,553.2436608003649,Completed
TX00317,2025-03-31,FND008,328721.275673804,3194.1307206006213,Completed
TX00318,2024-08-31,FND006,35098.718317956496,171.0491373129802,Completed
TX00319,2025-10-31,FND004,46955.53136321827,280.8133830905786,Completed
TX00320,2025-09-30,FND006,126195.62979986014,893.9996984383363,Completed
TX00321,2023-02-28,FND006,157140.78971261045,540.5433043541503,Pending
TX00322,2024-03-31,FND001,59415.95467066016,299.5611443463587,Completed
TX00323,2024-10-31,FND003,441613.91859005677,1246.9824429426646,Completed
TX00324,2023-04-30,FND009,26193.983261791553,174.12133808663899,Pending
TX00325,2025-12-31,FND009,225676.86882530228,2170.6118350013367,Completed
TX00326,2024-05-31,FND010,369964.7066858246,1084.7405066510732,Completed
TX00327,2024-09-30,FND006,164195.27743175707,1479.483719468922,Pending
TX00328,2025-02-28,FND004,217767.25618429828,1635.6564727557131,Failed
TX00329,2024-08-31,FND001,273891.10697214626,1927.1196655669646,Completed
TX00330,2025-08-31,FND007,100435.8978969336,893.6013260175976,Pending
TX00331,2025-10-31,FND001,107988.83501358911,371.18537392477384,Completed
TX00332,2023-11-30,FND002,366634.0039182964,2368.6703377549625,Completed
TX00333,2024-07-31,FND007,419407.4250876694,3458.355142077168,Completed
TX00334,2023-01-31,FND008,100940.72691594533,661.2679984542192,Completed
TX00335,2023-09-30,FND008,35160.90094745545,152.59888836360318,Completed
TX00336,2025-09-30,FND009,167469.78772549256,1471.5135037974703,Pending
TX00337,2023-02-28,FND009,18468.94948859602,149.3465763266917,Completed
TX00338,2024-03-31,FND006,214373.06551796533,1068.2016132965339,Completed
TX00339,2024-01-31,FND002,250539.9790175197,2020.8252623636913,Completed
TX00340,2023-04-30,FND007,29031.862596372066,157.3486762304266,Completed
TX00341,2023-01-31,FND001,382455.92330967664,1792.5860120591447,Pending
TX00342,2023-10-31,FND005,81070.84452134199,132.50441860852243,Pending
TX00343,2024-08-31,FND002,440963.6153099105,3671.961866024355,Completed
TX00344,2025-03-31,FND004,145304.53570167898,550.4516332849528,Completed
TX00345,2024-12-31,FND007,128186.24220852628,984.8263768805555,Completed
TX00346,2023-05-31,FND007,108813.99800613843,901.406409158124,Completed
TX00347,2024-04-30,FND010,187386.56827294407,645.2635468016227,Pending
TX00348,2025-11-30,FND005,451875.66327283264,767.6314575953644,Completed
TX00349,2024-05-31,FND009,429549.5688129092,3046.566161846391,Completed
TX00350,2023-09-30,FND003,207843.51634357934,232.63078893133346,Completed
TX00351,2024-11-30,FND005,206135.71083133944,1545.4742611861188,Completed
TX00352,2023-06-30,FND007,1994.0754743160637,14.893064873745288,Completed
TX00353,2025-08-31,FND006,271143.4354684771,1113.6049564507728,Pending
TX00354,2025-12-31,FND010,177781.3922813906,346.337594396232,Completed
TX00355,2024-07-31,FND010,304268.5888647306,976.1456105191725,Completed
TX00356,2025-09-30,FND008,308533.9424769363,1854.8770564476843,Completed
TX00357,2023-01-31,FND003,339810.2680259829,1599.4130785114737,Completed
TX00358,2025-10-31,FND002,206567.08942201687,1824.9670845928217,Completed
TX00359,2024-12-31,FND001,248356.17136571364,2334.0873373782324,Completed
TX00360,2023-03-31,FND007,58028.59922899175,457.4515613160348,Completed
TX00361,2024-05-31,FND001,475769.57233411487,3800.6394233327255,Pending
TX00362,2025-08-31,FND003,280778.469174536,1868.8160354677316,Completed
TX00363,2023-01-31,FND009,365926.9433319448,2662.293708125854,Completed
TX00364,2023-07-31,FND006,421819.7577261537,2263.422365247539,Completed
TX00365,2024-03-31,FND003,410478.7800806167,1905.080416936794,Completed
TX00366,2024-06-30,FND005,205459.8789850266,1403.284418589388,Pending
TX00367,2023-12-31,FND002,34419.83240061049,306.20413238149837,Completed
TX00368,2024-06-30,FND008,484064.8402133287,774.0596396481067,Completed
TX00369,2025-05-31,FND006,217302.64414506155,2167.515903926231,Completed
TX00370,2023-04-30,FND003,175909.74660879475,765.699850722281,Completed
TX00371,2025-08-31,FND004,23614.320201486407,97.98772689597082,Completed
TX00372,2025-04-30,FND002,331180.4599115284,1773.7708538260567,Completed
TX00373,2025-01-31,FND002,386631.9770718784,2294.9594443426313,Completed
TX00374,2025-08-31,FND009,292273.0802779506,2349.185740880245,Completed
TX00375,2025-05-31,FND001,8299.501179960182,23.77957058318539,Completed
TX00376,2024-05-31,FND009,174134.36720754465,786.5294778636264,Completed
TX00377,2024-10-31,FND003,217148.39254626803,1730.3956390574012,Completed
TX00378,2024-04-30,FND010,208070.63648463902,1542.843579346941,Completed
TX00379,2025-06-30,FND009,121508.81336842389,356.5328289059651,Pending
TX00380,2024-05-31,FND010,254022.7637226204,683.6472541732613,Completed
TX00381,2024-06-30,FND002,192016.5834537575,1612.2631183127514,Failed
TX00382,2023-03-31,FND001,136701.07366980592,988.516946257475,Pending
TX00383,2024-09-30,FND001,264833.4851301194,2233.4094688627597,Completed
